Ticker,Close,Close_1D,Open,Low,High,Volume,MeanVol_13W,MeanVol_10D,High52W,Low52W,EPS,PE,Market capital,Float,BookValue,Beta,ROE,EPS_52W,CPM,FVQ,Exchange
000001.SS,2777.56,0.0,0.0,0.0,0.0,0.0,18435249.0,0.0,3270.8,2464.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3272196072066222,0.0,BM
A32,24.9,24.9,0.0,0.0,0.0,0.0,301.0,202.0,29.7,21.4,0.0,0.0,169000000000.0,6800000.0,0.0,0.0,21.0,0.0,1.3878504672897196,22591.362126245847,BM
AAA,17.4,17.55,17.4,17.1,17.6,4775270.0,3800761.0,3912841.0,19.4,13.8,2200.0,7.9,2979000000000.0,171200000.0,18.2,0.89,13.0,1469.0,1.4057971014492752,45.04361100316489,BM
AAM,10.8,11.4,10.8,10.8,10.8,300.0,4971.0,906.0,14.5,7.5,1000.0,11.3,133000000000.0,10450000.0,26.4,0.44,5.0,413.0,1.9333333333333333,2102.1927177630255,BM
AAV,11.3,10.9,10.9,10.6,11.6,515000.0,182222.0,240356.0,25.3,8.5,1300.0,8.8,360000000000.0,31870000.0,14.3,0.73,21.0,1390.0,2.976470588235294,174.89655475189605,BM
ABC,10.4,10.0,10.0,10.0,10.7,35400.0,21934.0,21443.0,13.3,6.4,1500.0,7.1,212000000000.0,20390000.0,28.0,0.0,5.0,15587.0,2.078125,929.6070028266618,BM
ABI,29.0,29.8,30.8,28.4,30.8,7800.0,8835.0,11162.0,30.0,19.7,5200.0,5.6,1102000000000.0,38000000.0,22.3,0.0,23.0,3281.0,1.5228426395939088,4301.075268817204,BM
ABR,18.2,17.4,18.0,18.0,18.2,200.0,4793.0,4791.0,18.2,3.0,0.0,0.0,55000000000.0,3000000.0,0.0,0.0,2.0,0.0,6.066666666666666,625.912789484665,BM
ABT,36.6,36.6,36.5,36.5,36.6,540.0,399.0,559.0,45.3,32.0,6000.0,6.2,516000000000.0,11560000.0,35.3,-0.09,17.0,2257.0,1.415625,28972.431077694237,BM
ACB,21.7,22.0,20.5,20.5,21.9,1819600.0,1180939.0,1839670.0,26.6,21.2,4300.0,5.1,27962000000000.0,1621310000.0,17.9,1.58,24.0,2232.0,1.2547169811320755,1372.899023573614,BM
ACC,19.5,19.5,19.5,18.5,19.5,1020.0,2162.0,141.0,20.5,15.8,3600.0,5.4,195000000000.0,10000000.0,0.0,-0.07,16.0,0.0,1.2974683544303798,4625.346901017576,BM
ACE,25.0,25.0,0.0,0.0,0.0,0.0,1328.0,40.0,25.0,19.2,1800.0,13.8,76000000000.0,3050000.0,0.0,0.0,19.0,0.0,1.3020833333333335,2296.6867469879517,BM
ACL,32.0,34.3,34.3,31.9,34.3,77690.0,47158.0,39003.0,46.0,9.8,12500.0,2.6,730000000000.0,22800000.0,26.9,0.12,46.0,1147.0,4.693877551020408,483.4810636583401,BM
ACM,0.4,0.5,0.5,0.4,0.5,162000.0,199384.0,112761.0,1.0,0.4,-100.0,-6.2,20000000000.0,51000000.0,8.4,0.54,-1.0,-586.0,2.5,255.78782650563736,BM
ACV,84.0,83.9,83.8,83.7,86.0,193100.0,92987.0,129468.0,97.0,79.0,3300.0,25.3,182883000000000.0,2177170000.0,15.0,0.0,22.0,2024.0,1.2278481012658229,23413.70299074064,BM
ADC,14.5,14.5,0.0,0.0,0.0,0.0,159.0,350.0,18.1,14.2,3400.0,4.2,44000000000.0,3060000.0,17.3,0.45,20.0,3124.0,1.2746478873239437,19245.283018867925,BM
ADP,16.4,16.4,0.0,0.0,0.0,0.0,249.0,330.0,41.5,12.4,2100.0,7.8,252000000000.0,15360000.0,14.9,0.0,14.0,2554.0,3.346774193548387,61686.7469879518,BM
ADS,12.9,12.85,12.85,12.8,12.9,18140.0,13324.0,9010.0,14.2,11.4,1600.0,8.2,329000000000.0,25520000.0,17.8,0.21,10.0,2678.0,1.2456140350877192,1915.3407385169617,BM
AFC,10.3,10.3,0.0,0.0,0.0,0.0,7.0,0.0,10.3,9.0,0.0,3433.3,110000000000.0,10690000.0,9.9,0.0,1.0,0.0,1.1444444444444446,1527142.857142857,BM
AFX,4.1,4.2,4.5,4.1,4.5,43700.0,21168.0,47641.0,8.8,2.4,300.0,13.4,143000000000.0,35000000.0,10.4,0.0,3.0,472.0,3.666666666666667,1653.4391534391534,BM
AG1,5.3,6.2,5.3,5.3,5.3,100.0,96.0,10.0,11.0,5.2,400.0,12.6,26000000000.0,4860000.0,10.2,0.0,17.0,422.0,2.1153846153846154,50625.0,BM
AGF,2.86,3.07,2.9,2.86,2.9,1110.0,4916.0,227.0,8.4,2.9,-400.0,-7.5,80000000000.0,28110000.0,10.8,0.21,-3.0,-12682.0,2.896551724137931,5718.063466232709,BM
AGM,9.4,9.4,0.0,0.0,0.0,0.0,1578.0,1546.0,14.5,8.4,1800.0,5.2,171000000000.0,18200000.0,21.2,-0.13,9.0,621.0,1.726190476190476,11533.586818757922,BM
AGP,21.3,21.3,0.0,0.0,0.0,0.0,810.0,150.0,26.1,16.3,2400.0,9.0,205000000000.0,12840000.0,18.1,0.0,19.0,3004.0,1.6012269938650308,15851.851851851852,BM
AGR,4.1,4.19,4.19,4.01,4.19,340930.0,187922.0,277319.0,4.4,3.1,400.0,11.7,869000000000.0,211200000.0,9.1,0.44,4.0,107.0,1.4193548387096775,1123.8705420333968,BM
AGX,26.0,26.0,0.0,0.0,0.0,0.0,190.0,70.0,30.6,16.4,0.0,0.0,281000000000.0,10800000.0,0.0,0.0,15.0,0.0,1.8658536585365857,56842.10526315789,BM
ALT,17.9,17.9,0.0,0.0,0.0,0.0,155.0,20.0,17.9,9.8,1300.0,13.7,110000000000.0,5740000.0,37.0,0.09,4.0,1264.0,1.8265306122448977,37032.25806451613,BM
ALV,2.3,2.3,0.0,0.0,0.0,0.0,10678.0,32980.0,3.6,1.9,1900.0,1.2,7000000000.0,3160000.0,20.4,0.48,11.0,2577.0,1.8947368421052633,295.9355684585128,BM
AMC,20.6,20.6,0.0,0.0,0.0,0.0,810.0,620.0,21.4,15.9,3700.0,5.6,59000000000.0,2850000.0,17.2,0.45,21.0,4058.0,1.3459119496855345,3518.5185185185187,BM
AMD,1.63,1.66,1.65,1.62,1.65,985890.0,973305.0,852036.0,3.9,1.6,300.0,5.1,267000000000.0,163500000.0,11.5,0.68,3.0,282.0,2.4375,167.98434200995575,BM
AME,7.2,7.9,8.6,7.2,8.6,600.0,412.0,452.0,16.5,7.0,800.0,9.1,181000000000.0,25200000.0,11.4,-0.64,7.0,462.0,2.357142857142857,61165.048543689314,BM
AMP,14.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,25.8,13.8,1500.0,9.6,182000000000.0,13000000.0,13.4,0.0,11.0,262.0,1.8695652173913042,6500000.0,BM
AMS,7.9,7.5,7.9,7.9,7.9,200.0,876.0,1210.0,9.2,6.4,900.0,8.5,237000000000.0,30000000.0,12.3,0.0,8.0,313.0,1.4374999999999998,34246.57534246575,BM
AMV,29.0,29.3,29.3,28.8,29.3,126800.0,64833.0,155060.0,39.5,16.0,9100.0,3.2,786000000000.0,27120000.0,22.1,1.01,42.0,1441.0,2.46875,418.3054925732266,BM
ANT,8.2,7.2,8.2,8.2,8.2,100.0,201.0,660.0,11.2,4.0,0.0,0.0,49000000000.0,6000000.0,0.0,0.0,-40.0,0.0,2.8,29850.746268656716,BM
ANV,24.2,25.8,25.4,24.2,25.5,737490.0,638862.0,619566.0,32.5,14.7,5700.0,4.2,3086000000000.0,127140000.0,16.3,0.55,35.0,1443.0,2.2108843537414966,199.0101148604863,BM
APC,24.9,25.3,25.15,24.7,25.6,14320.0,24442.0,19662.0,44.5,24.9,5800.0,4.3,299000000000.0,12010000.0,29.1,0.98,20.0,5996.0,1.78714859437751,491.3673185500369,BM
APF,24.0,24.0,24.0,24.0,24.0,800.0,723.0,290.0,31.2,22.0,5200.0,4.6,361000000000.0,16540000.0,39.2,0.0,17.0,4458.0,1.4181818181818182,22876.901798063624,BM
APG,9.0,9.0,8.95,8.6,9.0,209810.0,394544.0,265941.0,10.4,4.7,400.0,23.4,306000000000.0,34030000.0,10.4,1.02,4.0,248.0,2.2127659574468086,86.2514700515025,BM
API,22.8,22.8,24.1,22.8,24.1,200.0,678.0,250.0,30.0,16.3,1700.0,13.5,830000000000.0,36400000.0,12.9,0.11,13.0,1039.0,1.840490797546012,53687.31563421829,BM
APL,14.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,14.4,14.0,0.0,0.0,17000000000.0,1200000.0,0.0,0.0,12.0,0.0,1.0285714285714287,600000.0,BM
APP,6.7,6.7,0.0,0.0,0.0,0.0,94.0,20.0,10.9,4.5,-200.0,-29.4,31000000000.0,4630000.0,10.3,0.72,-2.0,183.0,2.4222222222222225,49255.31914893617,BM
