Ticker,Close,Close_1D,Open,Low,High,Volume,MeanVol_13W,MeanVol_10D,High52W,Low52W,EPS,PE,Market capital,Float,BookValue,Beta,ROE,EPS_52W,CPM,FVQ,Exchange
000001.SS,2860.08,2810.02,2801.38,2832.38,2865.59,2770691320.0,71964877.0,0.0,3115.6,2660.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1711901360799941,0.0,BM
A32,25.3,25.3,24.1,24.0,25.3,2900.0,580.0,1860.0,53.1,20.9,0.0,0.0,172000000000.0,6800000.0,0.0,0.0,21.0,0.0,2.5406698564593304,11724.137931034484,BM
AAA,12.35,12.45,12.5,12.3,12.8,3141090.0,2052329.0,3106280.0,18.7,9.4,2900.0,4.2,2114000000000.0,171200000.0,19.1,0.92,16.0,1157.0,1.9893617021276595,83.41742478910544,BM
AAM,11.5,11.85,11.85,11.5,11.85,940.0,1369.0,3070.0,12.9,10.1,800.0,14.5,142000000000.0,10450000.0,20.2,0.2,4.0,958.0,1.2772277227722773,7633.308984660335,BM
AAV,4.8,4.8,4.8,4.7,4.9,214000.0,109861.0,196004.0,11.3,4.4,900.0,5.3,153000000000.0,31870000.0,11.8,0.55,8.0,1260.0,2.5681818181818183,290.09384585976824,BM
ABC,9.6,9.7,9.6,9.6,9.6,400.0,9590.0,9716.0,11.4,7.9,1600.0,5.9,196000000000.0,20390000.0,28.4,0.0,7.0,1445.0,1.4430379746835442,2126.173096976017,BM
ABI,24.2,24.2,24.2,24.2,24.2,3400.0,4357.0,5728.0,31.7,22.0,6400.0,3.8,920000000000.0,38000000.0,25.2,0.0,25.0,4669.0,1.440909090909091,8721.597429423917,BM
ABR,31.1,30.5,30.5,28.1,31.1,400.0,982.0,200.0,41.6,4.4,3600.0,8.6,93000000000.0,3000000.0,74.1,0.0,5.0,12.0,9.454545454545453,3054.989816700611,BM
ABS,16.65,17.9,16.65,16.65,16.65,141340.0,101155.0,119044.0,35.2,13.0,1200.0,14.4,480000000000.0,28800000.0,14.1,0.36,8.0,64.0,2.707692307692308,284.7115812367159,BM
ABT,32.0,32.0,0.0,0.0,0.0,0.0,614.0,165.0,38.7,30.1,4200.0,7.6,451000000000.0,11560000.0,35.7,-0.15,12.0,5759.0,1.2857142857142858,18827.361563517916,BM
ACB,20.5,20.3,20.3,20.2,20.5,1194900.0,3882267.0,2601303.0,26.6,17.8,3800.0,5.4,26416000000000.0,1621310000.0,18.1,1.45,21.0,3305.0,1.4943820224719102,417.61939608996494,BM
ACC,19.2,18.6,18.6,18.6,19.2,3390.0,4688.0,32422.0,22.0,17.4,4800.0,4.0,192000000000.0,10000000.0,0.0,0.31,20.0,0.0,1.264367816091954,2133.1058020477817,BM
ACE,24.0,24.0,0.0,0.0,0.0,0.0,68.0,193.0,34.9,19.8,1800.0,13.3,73000000000.0,3050000.0,0.0,0.0,19.0,0.0,1.7626262626262625,44852.94117647059,BM
ACL,18.4,18.6,18.7,17.85,18.7,37020.0,13429.0,24894.0,39.2,17.3,4000.0,4.6,420000000000.0,22800000.0,29.3,0.44,14.0,12486.0,2.2658959537572256,1697.8181547397423,BM
ACM,0.5,0.4,0.4,0.4,0.5,275800.0,347873.0,326800.0,0.7,0.3,-0.0,-35.7,26000000000.0,51000000.0,8.4,0.38,0.0,-65.0,2.3333333333333335,146.60522662005963,BM
ACS,8.6,9.6,10.5,8.6,10.5,800.0,338.0,760.0,14.5,4.9,0.0,0.0,34000000000.0,4000000.0,0.0,0.0,12.0,0.0,2.9591836734693877,11834.319526627218,BM
ACV,59.3,57.2,58.0,57.5,59.6,103500.0,150412.0,281154.0,95.9,42.2,3800.0,15.5,129106000000000.0,2177170000.0,16.9,0.0,22.0,2854.0,2.272511848341232,14474.709464670372,BM
ADC,13.3,14.7,14.7,13.3,14.7,2100.0,483.0,947.0,15.5,10.2,3600.0,3.7,41000000000.0,3060000.0,18.8,-0.09,19.0,3325.0,1.519607843137255,6335.403726708075,BM
ADG,95.0,93.7,93.8,93.8,95.0,10600.0,10488.0,8424.0,95.5,77.0,0.0,0.0,703000000000.0,7400000.0,0.0,0.0,33.0,0.0,1.2402597402597402,705.5682684973303,BM
ADP,16.2,16.2,0.0,0.0,0.0,0.0,778.0,130.0,20.1,11.4,2900.0,5.6,249000000000.0,15360000.0,15.7,0.0,19.0,2094.0,1.7631578947368423,19742.93059125964,BM
ADS,10.0,10.25,10.25,9.66,10.25,2820.0,3420.0,3593.0,14.0,9.2,400.0,27.1,255000000000.0,25520000.0,15.9,0.12,2.0,1986.0,1.5217391304347827,7461.988304093567,BM
AFC,10.0,10.0,0.0,0.0,0.0,0.0,39.0,0.0,10.3,10.0,0.0,3333.3,107000000000.0,10690000.0,9.9,0.0,1.0,0.0,1.03,274102.5641025641,BM
AFX,4.4,4.5,4.5,4.4,4.6,32600.0,26508.0,89660.0,8.8,2.4,0.0,100.0,154000000000.0,35000000.0,10.3,0.0,0.0,307.0,3.666666666666667,1320.3561189074996,BM
AG1,5.6,5.6,0.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,400.0,13.3,27000000000.0,4860000.0,11.7,0.0,13.0,0.0,2.75,1620000.0,BM
AGF,2.4,2.4,0.0,0.0,0.0,0.0,2037.0,2566.0,5.3,2.2,-9100.0,-0.3,67000000000.0,28110000.0,6.0,0.04,-67.0,-2848.0,2.4090909090909087,13799.705449189985,BM
AGG,27.8,26.35,26.5,26.3,27.8,247510.0,216071.0,210799.0,30.4,26.1,3500.0,8.0,2085000000000.0,75000000.0,19.4,0.33,17.0,-115.0,1.164750957854406,347.1081264954575,BM
AGM,12.85,12.05,12.3,12.3,12.85,46610.0,13860.0,76066.0,13.9,8.5,1900.0,6.7,234000000000.0,18200000.0,24.4,0.55,8.0,1809.0,1.6352941176470588,1313.1313131313132,BM
AGP,18.4,17.2,18.4,18.4,18.4,100.0,373.0,685.0,29.0,15.0,2300.0,7.9,177000000000.0,12840000.0,16.6,0.0,13.0,2357.0,1.9333333333333333,34423.59249329758,BM
AGR,2.8,2.83,2.78,2.78,2.86,67020.0,131809.0,145629.0,5.2,2.2,300.0,9.4,594000000000.0,211200000.0,9.1,0.86,3.0,351.0,2.3636363636363633,1602.3185063235437,BM
AGX,13.5,13.5,0.0,0.0,0.0,0.0,147.0,0.0,29.2,13.0,0.0,0.0,146000000000.0,10800000.0,0.0,0.0,15.0,0.0,2.246153846153846,73469.38775510204,BM
ALT,12.4,12.3,11.1,11.1,12.4,5600.0,468.0,1500.0,16.6,9.1,1400.0,8.6,77000000000.0,5740000.0,37.5,-0.16,4.0,1285.0,1.8241758241758244,12264.957264957266,BM
ALV,1.6,1.6,0.0,0.0,0.0,0.0,5916.0,3218.0,3.3,1.6,800.0,2.1,5000000000.0,3160000.0,20.2,0.48,1.0,788.0,2.0624999999999996,534.1446923597025,BM
AMC,18.0,18.0,0.0,0.0,0.0,0.0,458.0,30.0,20.6,17.5,3200.0,5.6,51000000000.0,2850000.0,17.3,0.06,18.0,3786.0,1.1771428571428573,6222.707423580786,BM
AMD,3.35,3.22,3.2,3.12,3.42,5007760.0,4874079.0,6181627.0,5.2,1.4,200.0,14.3,548000000000.0,163500000.0,11.9,-1.03,2.0,310.0,3.714285714285715,33.54479892508923,BM
AME,7.0,7.0,6.9,6.9,7.0,4200.0,690.0,966.0,9.8,6.0,800.0,9.1,176000000000.0,25200000.0,12.1,-0.35,6.0,787.0,1.6333333333333335,36521.73913043478,BM
AMP,10.2,10.2,0.0,0.0,0.0,0.0,2.0,0.0,16.2,10.2,1500.0,7.0,133000000000.0,13000000.0,13.4,0.0,11.0,262.0,1.5882352941176472,6500000.0,BM
AMS,7.1,6.5,7.1,7.1,7.1,300.0,602.0,803.0,8.6,5.7,1000.0,7.1,213000000000.0,30000000.0,13.7,0.0,7.0,839.0,1.5087719298245612,49833.88704318937,BM
AMV,16.8,15.8,15.8,15.6,16.9,647100.0,384498.0,468521.0,25.1,10.8,5900.0,2.9,456000000000.0,37960000.0,19.9,1.25,29.0,5755.0,2.324074074074074,98.7261312152469,BM
ANT,10.0,9.7,10.4,10.0,10.4,21200.0,5430.0,3520.0,11.8,5.3,0.0,0.0,60000000000.0,6000000.0,0.0,0.0,11.0,0.0,2.226415094339623,1104.9723756906078,BM
ANV,16.95,17.5,17.5,16.95,17.65,290450.0,224021.0,306705.0,30.7,11.8,4300.0,3.9,2162000000000.0,127140000.0,19.1,0.85,23.0,5698.0,2.601694915254237,567.53607920686,BM
APC,16.5,16.1,16.45,16.1,16.6,28830.0,13546.0,41729.0,28.9,13.0,2600.0,6.4,198000000000.0,24030000.0,25.5,0.63,10.0,2900.0,2.223076923076923,1773.9554111914958,BM
APF,25.0,24.0,24.5,24.5,25.0,3000.0,3042.0,8996.0,29.0,18.3,5800.0,4.3,376000000000.0,16540000.0,37.7,0.0,16.0,5225.0,1.5846994535519126,5437.212360289283,BM
APG,9.1,8.9,9.4,9.1,9.4,781040.0,643209.0,656176.0,11.9,7.4,700.0,13.1,310000000000.0,34030000.0,11.0,0.87,6.0,384.0,1.6081081081081081,52.90659801091092,BM
API,10.6,11.0,10.6,10.6,10.6,300.0,579.0,260.0,25.4,7.6,600.0,16.9,386000000000.0,36400000.0,13.6,0.95,5.0,1926.0,3.3421052631578947,62867.01208981002,BM
APP,5.1,5.1,0.0,0.0,0.0,0.0,182.0,50.0,7.7,4.3,100.0,37.8,24000000000.0,4720000.0,10.3,-0.48,0.0,8.0,1.7906976744186047,25934.065934065933,BM
APS,2.1,2.2,2.1,2.1,2.1,7000.0,72824.0,18534.0,3.3,1.7,-900.0,-2.4,82000000000.0,39000000.0,8.8,0.14,-10.0,57.0,1.9411764705882353,535.5377348126991,BM
APT,4.6,4.6,0.0,0.0,0.0,0.0,4.0,10.0,4.6,2.5,0.0,0.0,40000000000.0,8800000.0,-73.3,0.0,16.0,0.0,1.8399999999999999,2200000.0,BM
ARM,29.6,29.6,0.0,0.0,0.0,0.0,4.0,0.0,69.1,29.6,2700.0,10.8,77000000000.0,2590000.0,16.3,-0.05,17.0,2433.0,2.334459459459459,647500.0,BM
ART,2.6,2.4,2.5,2.4,2.6,3919600.0,2500736.0,2272628.0,3.4,1.7,800.0,3.1,252000000000.0,96920000.0,11.6,0.76,7.0,584.0,2.0,38.75659005988637,BM
ASA,1.0,1.0,0.0,0.0,0.0,0.0,9698.0,17770.0,2.5,0.7,0.0,25.6,10000000000.0,10000000.0,9.3,0.05,0.0,39.0,3.5714285714285716,1031.1404413281089,BM
ASD,3.1,3.1,0.0,0.0,0.0,0.0,8.0,10.0,13.8,3.1,0.0,0.0,12000000000.0,4000000.0,12.2,0.0,4.0,0.0,4.451612903225807,500000.0,BM
ASM,4.64,4.64,4.69,4.64,4.74,1074450.0,1838688.0,1189503.0,7.3,3.4,3200.0,1.5,1201000000000.0,258870000.0,24.3,0.77,16.0,4179.0,2.1470588235294117,140.7906072155798,BM
ASP,5.3,5.2,5.2,5.2,5.37,37320.0,39725.0,59292.0,8.2,4.9,1500.0,3.4,198000000000.0,37340000.0,11.8,0.41,8.0,1509.0,1.6734693877551017,939.9622404027691,BM
AST,53.6,51.7,51.7,51.7,54.0,103160.0,54276.0,108738.0,89.9,41.0,4700.0,11.4,2412000000000.0,45000000.0,14.3,1.17,36.0,3615.0,2.1926829268292685,829.0957329206279,BM
ATA,0.2,0.2,0.0,0.0,0.0,0.0,8106.0,8680.0,0.4,0.2,100.0,3.3,2000000000.0,12000000.0,0.0,-0.93,1.0,0.0,2.0,1480.3849000740192,BM
ATB,0.5,0.5,0.5,0.5,0.5,20900.0,25425.0,26580.0,1.0,0.5,-200.0,-2.1,7000000000.0,13880000.0,10.7,0.0,-2.0,-127.0,2.0,545.9193706981317,BM
ATG,0.55,0.52,0.52,0.51,0.55,93430.0,72322.0,55945.0,1.4,0.5,-1000.0,-0.5,8000000000.0,15220000.0,8.6,0.29,-12.0,-436.0,2.8,210.44771991925003,BM
