Ticker,Close,Close_1D,Open,Low,High,Volume,MeanVol_13W,MeanVol_10D,High52W,Low52W,EPS,PE,Market capital,Float,BookValue,Beta,ROE,EPS_52W,CPM,FVQ,Exchange
000001.SS,2546.33,2568.1,2567.76,2536.44,2597.72,3351979808.0,19145039.0,0.0,3559.5,2547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3975265017667844,0.0,HSX
AAA,15.4,15.5,15.5,15.15,15.55,1243600.0,1729531.0,1852398.0,26.0,14.8,1500.0,10.2,2575000000000.0,167200000.0,17.3,0.57,11.0,1199.0,1.7567567567567566,96.67360689111672,HOSE
AAM,12.4,12.8,12.5,12.0,12.5,7210.0,6988.0,10779.0,14.3,9.2,600.0,20.3,157000000000.0,12640000.0,24.4,-0.01,3.0,241.0,1.5543478260869568,1808.81511161992,HOSE
AAV,10.4,10.2,10.4,10.3,10.5,38000.0,258351.0,324681.0,28.1,10.2,1400.0,7.4,130000000000.0,14380000.0,13.7,1.41,13.0,424.0,2.754901960784314,55.660709654694585,HNX
ABC,9.2,9.4,9.3,9.2,9.4,9100.0,29580.0,18454.0,17.4,6.6,800.0,11.1,188000000000.0,20390000.0,26.8,0.0,3.0,17495.0,2.6363636363636362,689.317106152806,UPCOM
ABI,26.2,23.9,26.2,26.2,26.2,100.0,1638.0,840.0,31.2,21.0,3300.0,8.0,996000000000.0,38000000.0,19.2,0.0,17.0,3571.0,1.4857142857142858,23199.0231990232,UPCOM
ABR,5.7,5.8,5.7,5.7,5.7,100.0,130.0,140.0,10.5,5.0,0.0,0.0,17000000000.0,3000000.0,0.0,0.0,2.0,0.0,2.1,23076.923076923078,UPCOM
ABT,40.95,44.0,40.95,40.95,43.95,600.0,1677.0,1915.0,44.0,23.3,4700.0,8.7,578000000000.0,11560000.0,37.2,0.36,13.0,3012.0,1.888412017167382,6893.2617769827075,HOSE
AC4,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,13.7,6.0,0.0,0.0,18000000000.0,2940000.0,0.0,0.0,23.0,0.0,2.283333333333333,2940000.0,UPCOM
ACB,31.3,31.0,31.0,31.0,31.5,1942900.0,4328450.0,3597000.0,44.4,23.6,2900.0,10.8,35241000000000.0,1247170000.0,16.9,1.54,20.0,1515.0,1.8813559322033897,288.13316545183613,HNX
ACC,18.3,18.0,18.3,18.3,18.3,1240.0,672.0,1130.0,22.7,17.1,3100.0,6.0,183000000000.0,10000000.0,0.0,0.08,15.0,0.0,1.3274853801169588,14880.95238095238,HOSE
ACE,23.5,22.9,23.6,23.5,23.6,5100.0,1181.0,670.0,27.3,17.3,1800.0,13.0,72000000000.0,3050000.0,0.0,0.0,21.0,0.0,1.5780346820809248,2582.5571549534293,UPCOM
ACL,18.8,18.9,17.6,17.6,19.2,15180.0,25206.0,13367.0,19.5,7.6,2600.0,7.1,429000000000.0,22800000.0,18.6,0.22,14.0,1179.0,2.5657894736842106,904.5465365389193,HOSE
ACM,0.9,0.8,0.9,0.8,0.9,57100.0,291897.0,173728.0,1.8,0.7,-600.0,-1.6,46000000000.0,51000000.0,10.0,1.21,-6.0,-101.0,2.5714285714285716,174.71916463684107,HNX
ACS,10.6,10.6,0.0,0.0,0.0,0.0,13.0,40.0,14.5,8.1,0.0,0.0,42000000000.0,4000000.0,0.0,0.0,12.0,0.0,1.7901234567901236,307692.3076923077,UPCOM
ACV,81.9,81.1,81.5,81.4,82.0,8400.0,56772.0,42021.0,117.7,67.2,2600.0,32.0,178310000000000.0,2177170000.0,12.9,0.0,20.0,2050.0,1.7514880952380951,38349.36236172761,UPCOM
ADC,17.6,17.6,17.6,17.6,17.6,100.0,226.0,380.0,19.8,13.8,3100.0,5.7,54000000000.0,3060000.0,14.9,0.26,20.0,2540.0,1.434782608695652,13539.823008849558,HNX
ADP,18.8,18.8,0.0,0.0,0.0,0.0,266.0,1804.0,29.2,16.1,2400.0,7.9,289000000000.0,15360000.0,14.8,0.0,16.0,4298.0,1.8136645962732918,57744.36090225564,UPCOM
ADS,14.55,15.05,15.0,14.55,15.05,25230.0,16814.0,22275.0,19.2,14.4,3200.0,4.6,371000000000.0,25520000.0,17.2,0.07,19.0,2017.0,1.3333333333333333,1517.7828000475795,HOSE
AFC,10.3,10.3,0.0,0.0,0.0,0.0,91.0,150.0,12.5,6.5,0.0,3433.3,110000000000.0,10690000.0,9.8,0.0,-2.0,0.0,1.9230769230769231,117472.52747252746,UPCOM
AFX,3.0,2.9,3.0,3.0,3.0,100.0,2242.0,3960.0,5.4,2.6,600.0,4.9,105000000000.0,35000000.0,10.2,0.0,6.0,533.0,2.076923076923077,15611.061552185549,UPCOM
AG1,10.0,8.8,10.0,10.0,10.0,5600.0,550.0,780.0,13.7,6.7,400.0,23.7,49000000000.0,4860000.0,10.2,0.0,17.0,422.0,2.044776119402985,8836.363636363638,UPCOM
AGF,5.4,5.5,5.5,5.3,5.5,7550.0,6577.0,30748.0,9.8,3.0,-13200.0,-0.4,152000000000.0,28110000.0,15.1,0.43,-88.0,264.0,3.266666666666667,4273.9850995894785,HOSE
AGM,10.05,10.0,10.0,9.8,10.05,1380.0,5099.0,6914.0,10.4,7.6,900.0,10.9,183000000000.0,18200000.0,20.3,0.1,5.0,554.0,1.368421052631579,3569.327319082173,HOSE
AGP,22.0,22.0,0.0,0.0,0.0,0.0,221.0,930.0,29.3,16.6,2100.0,10.7,212000000000.0,9630000.0,19.3,0.0,19.0,0.0,1.7650602409638554,43574.66063348417,UPCOM
